SHBG 10	113362199	131434414
SHBG 10	3791224	15123386
SHBG 10	3811492	21865171
SHBG 10	55119405	74127863
SHBG 10	55994224	69875646
SHBG 10	66964673	77398538
SHBG 10	71178849	91011681
SHBG 10	88717665	102410443
SHBG 10	89420996	107312339
SHBG 10	94506628	109349760
SHBG 11	112661438	128485653
SHBG 11	26277412	35315750
SHBG 11	296682	8243362
SHBG 11	302663	10370109
SHBG 11	43296338	57079471
SHBG 11	5022455	18274372
SHBG 11	54747854	70563000
SHBG 11	55383794	74768309
SHBG 11	59296723	78344839
SHBG 11	8258184	26225884
SHBG 11	85367997	105296608
SHBG 11	92320830	111521003
SHBG 12	102301874	121484753
SHBG 12	112253585	127744706
SHBG 12	115143259	132673393
SHBG 12	11904767	29212011
SHBG 12	14433245	33269209
SHBG 12	16412845	32831622
SHBG 12	252411	14402744
SHBG 12	252807	12890168
SHBG 12	43045013	49130482
SHBG 12	46018758	63019923
SHBG 12	46019778	55036926
SHBG 12	48251076	66418126
SHBG 12	57150101	73030453
SHBG 12	93516373	107724173
SHBG 12	93543556	111873234
SHBG 13	109816465	115098167
SHBG 13	40895225	60420804
SHBG 13	85893553	105178269
SHBG 14	20670786	33440294
SHBG 14	21678790	33444005
SHBG 14	23258500	35830295
SHBG 14	41328094	60848224
SHBG 14	63821806	80780565
SHBG 14	65243068	80271682
SHBG 14	82563262	97629805
SHBG 14	88460750	104335229
SHBG 14	92552865	105717265
SHBG 14	95378250	105925300
SHBG 15	26034650	42506327
SHBG 15	30988357	49699556
SHBG 15	35008676	53612868
SHBG 15	41183770	59945107
SHBG 15	43740196	62363152
SHBG 15	56928683	73704381
SHBG 15	57940982	70715278
SHBG 15	89040503	99231580
SHBG 16	21283972	31192835
SHBG 16	2300867	20363262
SHBG 16	230578	11277358
SHBG 16	47128327	62873194
SHBG 16	5936757	24332539
SHBG 16	74137336	89938144
SHBG 16	78152631	89925556
SHBG 17	26199995	38701168
SHBG 17	29463	17018177
SHBG 17	36062458	48642492
SHBG 17	36075605	55351178
SHBG 17	37490084	56439471
SHBG 17	434610	9514562
SHBG 17	464962	9572335
SHBG 17	4723121	20978442
SHBG 17	55544559	74784671
SHBG 17	55915282	73952964
SHBG 17	65024675	80994674
SHBG 17	73968156	81035979
SHBG 17	8053085	27986702
SHBG 18	45542536	63616379
SHBG 18	48646252	66424107
SHBG 19	10446568	28481654
SHBG 19	27732449	45490702
SHBG 19	31252319	40647524
SHBG 19	3367345	13334961
SHBG 19	35609132	55056067
SHBG 19	36557873	55885663
SHBG 19	38239516	56718698
SHBG 19	40534336	59083594
SHBG 19	4191623	15312318
SHBG 19	510190	11820517
SHBG 19	52216443	59076463
SHBG 19	672169	16986510
SHBG 19	675681	12729454
SHBG 19	7950288	22112387
SHBG 19	9451577	22650109
SHBG 19	987817	10400304
SHBG 1	103219127	119498079
SHBG 1	1243032	18732268
SHBG 1	149738019	161223746
SHBG 1	149751729	159818513
SHBG 1	161184097	176929614
SHBG 1	17306596	36417711
SHBG 1	176582945	193421735
SHBG 1	19108549	33268890
SHBG 1	192793452	205815930
SHBG 1	195921650	207998783
SHBG 1	19923313	33025181
SHBG 1	204962405	224356031
SHBG 1	213205141	230126730
SHBG 1	216679858	236322615
SHBG 1	225509800	244135523
SHBG 1	31391761	44243049
SHBG 1	41034811	59622219
SHBG 1	51696835	71195356
SHBG 1	6639847	26112130
SHBG 1	85830610	101360684
SHBG 1	98223916	117393063
SHBG 20	24545027	40974262
SHBG 20	30052202	49478234
SHBG 20	33121942	52301185
SHBG 20	37806309	52175374
SHBG 20	44363534	58276023
SHBG 20	44621276	60939835
SHBG 20	54004103	62735150
SHBG 20	8125220	25197982
SHBG 21	32979363	46570896
SHBG 22	18396329	20174561
SHBG 22	18416487	22298105
SHBG 22	18455381	32325112
SHBG 22	19953188	38994962
SHBG 22	36313423	50451951
SHBG 2	104292134	121319671
SHBG 2	11553693	29181107
SHBG 2	160148610	174742608
SHBG 2	181850132	201290478
SHBG 2	200321050	215289285
SHBG 2	20349503	37047651
SHBG 2	217681961	234693791
SHBG 2	225499721	238521835
SHBG 2	227666299	238518357
SHBG 2	32478354	50263305
SHBG 2	55108504	74765693
SHBG 2	55278559	71801267
SHBG 2	60683373	76915107
SHBG 3	121117685	132439403
SHBG 3	128983853	142546354
SHBG 3	142002869	157311040
SHBG 3	15000194	32385735
SHBG 3	166485112	180272509
SHBG 3	175479980	194697490
SHBG 3	186359810	196314211
SHBG 3	39832888	59409840
SHBG 3	4265338	18000519
SHBG 3	98686870	115082539
SHBG 4	100708686	118361287
SHBG 4	140907771	157815887
SHBG 4	151260886	164136939
SHBG 4	154131515	169784244
SHBG 4	169799626	175415442
SHBG 4	17125083	31674565
SHBG 4	60377321	77887413
SHBG 4	67801500	86597335
SHBG 4	8218411	23343905
SHBG 4	82487755	96587449
SHBG 4	90276397	107473948
SHBG 4	96489571	109019659
SHBG 4	975259	12782542
SHBG 5	121074711	137213036
SHBG 5	122834112	140694843
SHBG 5	130111525	143392022
SHBG 5	149489977	166349923
SHBG 5	44162712	61965293
SHBG 5	50294918	65027591
SHBG 5	67107698	81305883
SHBG 6	117247060	136107630
SHBG 6	121099828	139842181
SHBG 6	151645569	170379286
SHBG 6	16083292	35279294
SHBG 6	21931235	41165271
SHBG 6	2930248	16962604
SHBG 6	31733222	50896630
SHBG 6	32574983	41548755
SHBG 6	33994472	52402242
SHBG 7	121213210	138053675
SHBG 7	124405738	140462047
SHBG 7	127228728	143092786
SHBG 7	140670837	158029340
SHBG 7	21389972	36794337
SHBG 7	291481	6739789
SHBG 7	36637412	56150395
SHBG 7	72133788	89255700
SHBG 7	93053819	107920607
SHBG 7	93106544	109157609
SHBG 7	94111633	109161891
SHBG 8	115868407	126633554
SHBG 8	13525311	31061930
SHBG 8	135714187	146194914
SHBG 8	2282184	18385497
SHBG 8	32340967	48951598
SHBG 8	52317137	68194809
SHBG 8	72386394	89713937
SHBG 9	103632270	122602724
SHBG 9	113243820	127144622
SHBG 9	114597278	132673858
SHBG 9	122016967	137123464
SHBG 9	127044468	140250675
SHBG 9	127992817	140246806
SHBG 9	129401550	139819347
SHBG 9	137067	14098867
SHBG 9	78656338	95872996
