Calcium 10	1229868	18759537
Calcium 10	12450852	30515854
Calcium 10	407584	14777290
Calcium 10	43617104	55110087
Calcium 10	61614324	74930733
Calcium 10	71773685	81201487
Calcium 10	90183408	105669276
Calcium 10	92059980	104424234
Calcium 10	92525281	109527587
Calcium 11	109849276	128326602
Calcium 11	113394847	129657401
Calcium 11	116727936	134066752
Calcium 11	117250530	134154577
Calcium 11	186604	11479092
Calcium 11	45180555	57663740
Calcium 11	4727291	18528245
Calcium 11	60961842	78286462
Calcium 11	60965017	78154137
Calcium 11	62394297	78283803
Calcium 11	77917305	96284983
Calcium 12	101472745	120102426
Calcium 12	113536935	133161221
Calcium 12	364479	14432076
Calcium 12	40772575	58526590
Calcium 12	409109	12711582
Calcium 12	4365572	21749978
Calcium 12	46395685	63055374
Calcium 12	4674793	21750700
Calcium 12	82228778	98094043
Calcium 13	106035234	114883366
Calcium 13	37023558	52032964
Calcium 14	100348311	107287431
Calcium 14	20585177	30678292
Calcium 14	20854734	30877442
Calcium 14	50619107	70345713
Calcium 14	84000862	100846836
Calcium 14	86868145	100709309
Calcium 14	88965248	100578217
Calcium 15	37269377	54009231
Calcium 15	39463314	56346852
Calcium 15	60677123	79122008
Calcium 15	87897452	101902700
Calcium 16	47842243	63386903
Calcium 16	63387801	81942592
Calcium 16	71874860	86477891
Calcium 16	79131745	90113121
Calcium 16	81230408	90121946
Calcium 17	1387684	10071861
Calcium 17	1402285	14226212
Calcium 17	27649172	47319438
Calcium 17	39362972	54491627
Calcium 17	4501536	14198382
Calcium 17	46612244	65257993
Calcium 17	58840232	76659127
Calcium 17	58845838	66899733
Calcium 17	9152315	27648542
Calcium 18	52442701	69331343
Calcium 19	10636114	21728019
Calcium 19	30041862	39034534
Calcium 19	30236948	45422846
Calcium 19	30240852	46409285
Calcium 19	412084	12682829
Calcium 19	41324392	58572389
Calcium 19	43969083	55574512
Calcium 1	105234234	120246903
Calcium 1	110287443	120084673
Calcium 1	11938872	28243696
Calcium 1	147717298	161619940
Calcium 1	149738019	158572505
Calcium 1	153623136	161598742
Calcium 1	15925764	30520894
Calcium 1	170763553	184651822
Calcium 1	189266417	207251518
Calcium 1	190399991	207193177
Calcium 1	208973467	227340790
Calcium 1	211711615	228698653
Calcium 1	221005897	236296079
Calcium 1	36290344	50993178
Calcium 1	36337378	47264724
Calcium 1	41755556	61372261
Calcium 1	59417734	78191727
Calcium 1	6575065	26357178
Calcium 1	73274370	85535378
Calcium 1	83435412	95728190
Calcium 1	878314	11050962
Calcium 20	1918487	15209133
Calcium 20	24548719	42191702
Calcium 20	30320538	48887268
Calcium 20	43962266	62714026
Calcium 21	29300933	45391752
Calcium 22	17974687	34429738
Calcium 22	20856419	39192226
Calcium 22	34344196	50457041
Calcium 2	105052091	122024651
Calcium 2	111861838	129277813
Calcium 2	159261341	171906775
Calcium 2	182236365	201072073
Calcium 2	18699768	37366457
Calcium 2	18700709	35193703
Calcium 2	210568837	222911072
Calcium 2	2128946	19342467
Calcium 2	223779006	240178936
Calcium 2	224643502	242447157
Calcium 2	232419666	242585369
Calcium 2	2980754	15860928
Calcium 2	44901836	63866726
Calcium 2	53335375	69439368
Calcium 2	66158413	77134253
Calcium 2	88517579	106586541
Calcium 3	104303383	123110776
Calcium 3	112077778	131239317
Calcium 3	1278670	10351723
Calcium 3	130368337	145482086
Calcium 3	150038247	163449985
Calcium 3	176574317	195766651
Calcium 3	4628608	22280912
Calcium 3	48195160	64834213
Calcium 3	95875989	110191132
Calcium 3	97262981	114116040
Calcium 4	101790456	115512379
Calcium 4	162277151	177837725
Calcium 4	17437525	32195626
Calcium 4	31747179	49195476
Calcium 4	8318015	26989028
Calcium 4	834863	10769887
Calcium 4	96952046	111445587
Calcium 5	124384764	141814583
Calcium 5	169529758	180068009
Calcium 5	171265410	180058963
Calcium 5	65680783	76158716
Calcium 5	66782607	75715186
Calcium 5	67630082	76159510
Calcium 6	107426530	126229580
Calcium 6	116186895	127780847
Calcium 6	121343739	139351193
Calcium 6	125051261	144197005
Calcium 6	127425630	147275436
Calcium 6	25051269	44052150
Calcium 6	25332211	41165977
Calcium 6	65816313	80674150
Calcium 7	141414317	157729356
Calcium 7	55976302	74085039
Calcium 7	6085481	18591235
Calcium 7	73047511	84514517
Calcium 7	83981525	102113256
Calcium 7	98132819	116446882
Calcium 8	13027640	31903435
Calcium 8	136770869	144560007
Calcium 8	138187950	146296404
Calcium 8	28631288	47394145
Calcium 8	331884	18766526
Calcium 8	59335246	73168488
Calcium 8	98799607	114667473
Calcium 9	120393806	137662523
Calcium 9	71060228	89602222
Calcium 9	71072929	79216709
Calcium 9	71449500	86666993
Calcium 9	827768	10603579
Calcium 9	87996304	106073139
Calcium X	11329235	29269309
Calcium X	129086538	138082014
Calcium X	99970941	118713476
